AlertID,txnCount,creditCount,debitCount,creditDebitRatio,cardFrac,wireFrac,cashFrac,intlFrac,spanDays,maxDormancyGapDays,burstFrac,sizeMean,sizeStd,sizeMax,netFlow
11,471,391,80,4.8875,0.5201698513800425,0.4543524416135881,0.021231422505307854,0.004246284501061571,364.99886574074077,9.051273148148148,0.03397027600849257,0.09979582,1.0784577,3.9741633,5.9976044
12,982,612,370,1.654054054054054,0.225050916496945,0.7077393075356415,0.06415478615071284,0.003054989816700611,364.999375,3.3199189814814813,0.06008146639511202,0.8247645,1.2479928,5.3110285,11.069433
13,733,501,232,2.1594827586206895,0.5361527967257844,0.39017735334242837,0.06957708049113233,0.004092769440654843,364.99939814814815,5.5020138888888885,0.1432469304229195,-0.031816825,0.7102433,2.7778065,-149.87473
14,1309,1016,293,3.467576791808874,0.5928189457601223,0.32161955691367455,0.07410236822001529,0.01145912910618793,364.99943287037036,5.2588888888888885,0.08632543926661573,-0.21964768,0.88825357,4.3712654,-218.09766
15,2571,1942,629,3.0874403815580287,0.617658498638662,0.322831583041618,0.057565149747180085,0.0019447685725398677,364.9994791666667,2.9314467592592592,0.3045507584597433,-0.16051006,0.49982342,2.904887,-533.8989
16,81,52,29,1.793103448275862,0.38271604938271603,0.5432098765432098,0.06172839506172839,0.012345679012345678,346.7801851851852,62.797210648148145,0.09876543209876543,0.85867566,0.9649698,3.31817,-4.366102
17,395,343,52,6.596153846153846,0.5949367088607594,0.33164556962025316,0.07088607594936709,0.002531645569620253,364.9991435185185,26.331238425925925,0.04050632911392405,-0.38280842,0.48888168,2.1301358,-129.15005
18,1023,890,133,6.69172932330827,0.570869990224829,0.3587487781036168,0.059628543499511244,0.010752688172043012,364.99950231481483,6.551446759259259,0.15542521994134897,-0.8210115,0.7246714,2.8057513,-693.99695
19,988,822,166,4.951807228915663,0.5263157894736842,0.4048582995951417,0.06477732793522267,0.004048582995951417,364.9994097222222,8.209641203703704,0.08198380566801619,0.48075092,0.99557084,5.964503,246.5161
20,1357,1062,295,3.6,0.5858511422254974,0.3271923360353721,0.08032424465733234,0.006632277081798084,364.99946759259257,3.4328935185185183,0.050110537951363304,0.006655688,0.7724002,4.0902114,-176.56146
21,1343,975,368,2.6494565217391304,0.5480268056589724,0.37825763216679076,0.06850335070737155,0.0052122114668652275,364.99952546296294,2.5218287037037035,0.08786299329858525,0.17930084,0.8605467,3.001429,-207.13931
22,192,158,34,4.647058823529412,0.6770833333333334,0.2760416666666667,0.046875,0.0,364.9990509259259,23.889131944444443,0.078125,-0.095788695,0.8885176,2.8264573,-26.728567
23,126,100,26,3.8461538461538463,0.5079365079365079,0.4365079365079365,0.05555555555555555,0.0,364.9992824074074,25.86659722222222,0.047619047619047616,0.41114783,0.924201,3.4062247,39.026127
24,1499,1147,352,3.258522727272727,0.5963975983989326,0.35690460306871247,0.04269513008672448,0.004002668445630421,364.99952546296294,5.504212962962963,0.11074049366244162,0.14957452,0.81878674,4.353413,-25.392761
25,832,576,256,2.25,0.5132211538461539,0.44471153846153844,0.038461538461538464,0.003605769230769231,364.99950231481483,5.00337962962963,0.06490384615384616,0.060122214,0.7881265,3.3374288,14.295961
26,1029,837,192,4.359375,0.5733722060252673,0.3304178814382896,0.08551992225461613,0.010689990281827016,364.99751157407405,8.93923611111111,0.03304178814382896,-0.14872839,0.86753476,2.826068,-116.347244
27,1313,1023,290,3.527586206896552,0.5734958111195735,0.3495811119573496,0.07006854531607007,0.006854531607006854,364.99946759259257,4.222013888888889,0.09824828636709824,-0.18182315,0.76559913,3.3121307,-166.50558
28,426,310,116,2.6724137931034484,0.2981220657276995,0.5492957746478874,0.14553990610328638,0.007042253521126761,364.99946759259257,10.996157407407408,0.09389671361502347,0.90540653,1.0807272,4.7385354,171.03662
29,488,317,171,1.8538011695906433,0.04918032786885246,0.7991803278688525,0.14344262295081966,0.00819672131147541,364.99880787037034,10.45806712962963,0.08811475409836066,0.965953,1.0278316,5.0939355,139.7076
30,481,349,132,2.643939393939394,0.3575883575883576,0.5717255717255717,0.06652806652806653,0.004158004158004158,364.99875,25.128356481481482,0.14137214137214138,0.37665033,1.1249275,4.4302626,-40.1336
31,210,141,69,2.0434782608695654,0.3904761904761905,0.5238095238095238,0.08571428571428572,0.0,243.41429398148148,19.747291666666666,0.023809523809523808,0.46559677,0.91563076,4.1261473,10.884381
32,460,349,111,3.144144144144144,0.6630434782608695,0.27391304347826084,0.05652173913043478,0.006521739130434782,331.66756944444444,30.312581018518518,0.030434782608695653,-0.045929834,0.8021734,2.7807698,-27.530743
33,370,295,75,3.933333333333333,0.518918918918919,0.43783783783783786,0.04054054054054054,0.002702702702702703,364.9975347222222,42.14459490740741,0.02972972972972973,0.4253837,1.2961402,4.796696,67.55102
34,164,139,25,5.56,0.7560975609756098,0.23780487804878048,0.006097560975609756,0.0,309.59238425925923,21.75454861111111,0.07317073170731707,0.6197024,0.8722278,3.2451859,57.510826
35,678,471,207,2.2753623188405796,0.37315634218289084,0.49852507374631266,0.1224188790560472,0.0058997050147492625,364.9995138888889,6.138865740740741,0.07964601769911504,0.4145923,0.93500066,3.5376866,-17.162344
36,782,494,288,1.7152777777777777,0.5089514066496164,0.45012787723785164,0.0370843989769821,0.0038363171355498722,364.9994791666667,5.2916087962962965,0.12531969309462915,-0.011019714,0.85512763,3.1206663,-160.35657
37,1283,1123,160,7.01875,0.5713172252533125,0.3273577552611068,0.09353078721745908,0.00779423226812159,364.9995138888889,10.057071759259259,0.03507404520654715,-0.7178058,0.8732262,3.2890613,-680.89874
38,1214,886,328,2.701219512195122,0.5683690280065898,0.3500823723228995,0.0757825370675453,0.005766062602965404,364.9994907407407,11.017800925925926,0.19192751235584843,-0.25177023,0.7140793,4.214142,-163.81549
39,732,513,219,2.3424657534246576,0.42349726775956287,0.4713114754098361,0.09972677595628415,0.00546448087431694,328.6888425925926,24.731493055555557,0.025956284153005466,0.3696004,1.1017531,4.1733656,128.86969
40,546,416,130,3.2,0.43040293040293043,0.47619047619047616,0.08608058608058608,0.007326007326007326,364.999375,7.296643518518518,0.09340659340659341,0.29598346,1.1737325,5.155127,56.56948
41,396,327,69,4.739130434782608,0.23232323232323232,0.6818181818181818,0.08585858585858586,0.0,364.9994097222222,13.0521875,0.12878787878787878,1.1253508,1.2989126,5.1300535,278.5735
42,1750,1202,548,2.1934306569343067,0.5337142857142857,0.41942857142857143,0.045142857142857144,0.0017142857142857142,294.25635416666665,21.437685185185185,0.08914285714285715,-0.09788231,0.92142844,4.0649796,-312.4472
43,583,360,223,1.6143497757847534,0.2504288164665523,0.5711835334476844,0.1680960548885077,0.010291595197255575,364.9978125,35.260671296296294,0.051457975986277875,0.45903462,1.2027088,4.9799333,-48.09483
44,603,459,144,3.1875,0.5522388059701493,0.3946932006633499,0.04975124378109453,0.003316749585406302,364.9993518518518,7.371550925925926,0.0812603648424544,0.4187323,1.2296671,4.901565,22.032593
45,150,116,34,3.411764705882353,0.43333333333333335,0.5066666666666667,0.06,0.0,364.99820601851854,35.57042824074074,0.1,0.25837594,1.1417652,4.247914,-1.8692074
46,513,351,162,2.1666666666666665,0.42105263157894735,0.4853801169590643,0.0935672514619883,0.0,364.99946759259257,10.341956018518518,0.23586744639376217,0.112958305,0.82555,3.0028965,-36.65828
47,311,231,80,2.8875,0.4405144694533762,0.49517684887459806,0.06430868167202572,0.0,319.29172453703706,12.890995370370371,0.028938906752411574,0.49771628,1.2851511,5.0758724,31.421919
48,542,515,27,19.074074074074073,0.6955719557195572,0.20848708487084872,0.08487084870848709,0.01107011070110701,364.9975694444444,19.443726851851853,0.046125461254612546,-0.016594464,0.8136707,3.478251,-35.842056
49,864,643,221,2.909502262443439,0.5717592592592593,0.3587962962962963,0.06365740740740741,0.005787037037037037,364.99943287037036,7.851979166666666,0.1909722222222222,-0.047104165,0.85625535,4.243284,-21.585632
50,352,235,117,2.0085470085470085,0.2784090909090909,0.5852272727272727,0.13068181818181818,0.005681818181818182,364.99899305555556,23.093483796296297,0.07670454545454546,0.9277245,0.91890407,3.598912,76.53622
51,639,476,163,2.920245398773006,0.48043818466353677,0.49295774647887325,0.026604068857589983,0.0,364.9993402777778,7.3742476851851855,0.03912363067292645,0.6951918,1.18826,5.8224673,120.715675
52,1336,938,398,2.35678391959799,0.562874251497006,0.36377245508982037,0.06811377245508982,0.005239520958083832,364.9994560185185,11.474768518518518,0.06362275449101797,0.44054505,1.1942996,6.4303904,132.29436
53,1343,941,402,2.3407960199004973,0.5502606105733433,0.3663440059568131,0.07520476545048399,0.008190618019359643,364.9995138888889,3.894212962962963,0.09084139985107967,0.13730186,0.8004325,3.5177379,-2.879692
54,519,440,79,5.569620253164557,0.5568400770712909,0.3930635838150289,0.04816955684007707,0.0019267822736030828,364.9993865740741,7.329386574074074,0.04816955684007707,0.24036995,0.95674664,3.3171103,26.478018
55,1458,1146,312,3.673076923076923,0.5507544581618655,0.39711934156378603,0.05212620027434842,0.0,364.9994907407407,5.420162037037037,0.01783264746227709,-0.4391884,0.5778985,1.6798396,-393.43488
56,559,423,136,3.110294117647059,0.5724508050089445,0.3667262969588551,0.057245080500894455,0.0035778175313059034,364.99939814814815,5.127916666666667,0.09123434704830054,0.15205312,0.8845433,3.6871276,-75.64194
57,677,448,229,1.9563318777292575,0.38995568685376664,0.5760709010339734,0.033973412112259974,0.0,364.9991550925926,6.93099537037037,0.07385524372230429,0.43692973,1.3389821,4.698765,119.34907
58,897,523,374,1.3983957219251337,0.5429208472686734,0.4169453734671126,0.03901895206243032,0.0011148272017837235,364.99868055555555,41.08454861111111,0.055741360089186176,0.22042458,1.2879146,4.5364537,-131.43814
59,386,261,125,2.088,0.36528497409326427,0.5310880829015544,0.09326424870466321,0.010362694300518135,364.998587962963,7.434733796296296,0.03367875647668394,0.18753846,0.92413056,4.2575717,-32.32784
60,81,64,17,3.764705882352941,0.5308641975308642,0.37037037037037035,0.09876543209876543,0.0,354.13241898148146,62.18981481481482,0.037037037037037035,1.0389587,1.2705666,4.166612,41.389984
61,577,455,122,3.7295081967213113,0.5476603119584056,0.3778162911611785,0.06932409012131716,0.005199306759098787,364.99912037037035,19.982407407407408,0.0658578856152513,-0.3208495,1.0087554,3.547138,-140.05333
62,725,639,86,7.430232558139535,0.5393103448275862,0.43724137931034485,0.023448275862068966,0.0,364.99946759259257,5.045821759259259,0.05655172413793103,0.061610144,0.72527647,2.2784152,-28.427246
63,883,574,309,1.8576051779935274,0.5379388448471121,0.4292185730464326,0.030577576443941108,0.0022650056625141564,364.999375,11.9975,0.07361268403171008,-0.4270578,0.6122758,2.302347,-290.47116
64,1614,1368,246,5.560975609756097,0.5693928128872366,0.34076827757125155,0.07992565055762081,0.009913258983890954,364.99946759259257,2.686377314814815,0.16418835192069392,-0.2313491,0.6887635,2.8729303,-423.84277
65,1081,716,365,1.9616438356164383,0.4616096207215541,0.45050878815911194,0.0851063829787234,0.0027752081406105457,364.99944444444446,7.725543981481482,0.1147086031452359,0.9001587,1.0426987,4.302231,23.065945
66,763,497,266,1.868421052631579,0.3840104849279161,0.5570117955439057,0.05897771952817824,0.0,272.4364699074074,8.117835648148148,0.014416775884665793,0.619738,0.92595816,3.8395681,-42.82898
67,1651,1179,472,2.4978813559322033,0.6486977589339794,0.3167777104784979,0.03210175651120533,0.0024227740763173833,364.99950231481483,5.262673611111111,0.35978195033313143,-0.27390978,0.8968064,3.1778731,-400.1087
68,1749,1055,694,1.5201729106628241,0.2195540308747856,0.6472269868496283,0.126357918810749,0.00686106346483705,364.99950231481483,3.15412037037037,0.03487707261292167,-0.10724448,0.8296345,3.2444608,-314.82275
69,729,596,133,4.481203007518797,0.49108367626886146,0.48010973936899864,0.02880658436213992,0.0,201.4204398148148,6.363518518518519,0.0877914951989026,-0.381694,0.5542874,1.3449582,-240.9055
70,1231,992,239,4.150627615062762,0.44435418359057677,0.48659626320064986,0.06498781478472786,0.004061738424045491,364.99916666666667,5.242824074074074,0.026807473598700244,-0.12073079,0.6340659,3.773153,-233.27368
71,1652,1314,338,3.8875739644970415,0.6192493946731235,0.36319612590799033,0.017554479418886198,0.0,364.9994560185185,4.639409722222222,0.2566585956416465,-0.51089066,0.7180908,2.1645916,-620.9176
72,243,169,74,2.2837837837837838,0.6213991769547325,0.3292181069958848,0.04938271604938271,0.0,364.99908564814814,23.943194444444444,0.13991769547325103,-0.011564168,1.0779469,4.3698893,-5.0852757
73,1551,1099,452,2.4314159292035398,0.6150870406189555,0.3513862024500322,0.03159252095422308,0.0019342359767891683,364.99943287037036,2.8321180555555556,0.05415860735009671,0.99223596,1.2655452,6.691657,491.58902
74,74,66,8,8.25,0.6081081081081081,0.35135135135135137,0.04054054054054054,0.0,364.9988425925926,47.94023148148148,0.0945945945945946,-0.1558074,0.7190486,1.9658954,-20.011627
75,1483,1142,341,3.3489736070381233,0.2602832097100472,0.677006068779501,0.06271072151045179,0.0,364.9994791666667,5.881805555555555,0.026972353337828724,-0.024629219,1.236036,3.7227557,-145.57547
76,1191,895,296,3.0236486486486487,0.5818639798488665,0.3266162888329135,0.08564231738035265,0.005877413937867338,303.8090046296296,25.21466435185185,0.014273719563392108,-0.7328211,0.5398368,2.4121451,-565.34766
77,1047,772,275,2.807272727272727,0.5272206303724928,0.38968481375358166,0.07831900668576887,0.004775549188156638,364.9994560185185,15.766134259259259,0.09455587392550144,0.028327934,0.98674816,3.7301857,-19.28231
78,987,698,289,2.41522491349481,0.6352583586626139,0.3434650455927052,0.02127659574468085,0.0,364.99943287037036,4.371168981481482,0.08713272543059777,0.029937975,0.94410825,4.884285,-185.40277
79,417,292,125,2.336,0.407673860911271,0.44364508393285373,0.14628297362110312,0.002398081534772182,364.9994097222222,7.586828703703704,0.1510791366906475,0.27986068,1.1463228,3.4637153,-37.236137
80,676,478,198,2.414141414141414,0.27071005917159763,0.6405325443786982,0.08727810650887574,0.0014792899408284023,364.9972685185185,32.30961805555555,0.013313609467455622,0.16782604,1.2427483,3.8832822,-49.957443
81,478,339,139,2.4388489208633093,0.4560669456066946,0.4581589958158996,0.0794979079497908,0.006276150627615063,364.9990509259259,24.374756944444446,0.06276150627615062,0.47943527,1.0292273,4.064226,-40.648308
82,1015,719,296,2.429054054054054,0.541871921182266,0.4206896551724138,0.035467980295566505,0.0019704433497536944,364.9995138888889,5.96744212962963,0.1123152709359606,0.31320748,0.9846373,3.700456,-12.087528
83,1262,1063,199,5.341708542713568,0.5863708399366085,0.34944532488114105,0.059429477020602216,0.004754358161648178,364.99950231481483,2.999363425925926,0.16402535657686212,0.0923263,0.93145543,4.223893,-128.13478
84,1113,1005,108,9.305555555555555,0.6424079065588499,0.27583108715184185,0.07726864330637916,0.004492362982929021,364.99943287037036,8.512025462962963,0.061096136567834684,-0.5368018,0.6525966,2.5237367,-569.2609
85,1399,1032,367,2.811989100817439,0.3045032165832738,0.6104360257326662,0.08005718370264475,0.005003573981415297,364.9994907407407,4.444988425925926,0.21300929235167976,0.50892943,0.8645266,4.276277,252.321
86,939,694,245,2.83265306122449,0.4749733759318424,0.45580404685835996,0.06496272630457935,0.004259850905218318,364.9994212962963,6.703136574074074,0.03301384451544196,-0.09692604,0.74191374,2.6357458,-216.23192
87,789,591,198,2.984848484848485,0.5019011406844106,0.458808618504436,0.03802281368821293,0.0012674271229404308,364.9994907407407,5.401770833333333,0.16476552598225602,0.53256404,1.1686325,4.5562086,221.62666
88,540,378,162,2.3333333333333335,0.3814814814814815,0.5259259259259259,0.08703703703703704,0.005555555555555556,364.9988773148148,6.361203703703704,0.02962962962962963,0.3421771,0.81893903,4.3704357,45.80565
89,981,644,337,1.910979228486647,0.2874617737003058,0.48521916411824667,0.2161060142711519,0.011213047910295617,364.9992013888889,5.0959375,0.07237512742099898,0.68032855,0.8212948,3.4864717,121.016785
90,381,335,46,7.282608695652174,0.5826771653543307,0.37270341207349084,0.04461942257217848,0.0,364.9994560185185,10.899039351851853,0.07086614173228346,0.092607036,0.9703637,3.3453028,-0.76457024
91,261,177,84,2.107142857142857,0.4061302681992337,0.5555555555555556,0.038314176245210725,0.0,364.9994212962963,18.269837962962963,0.08045977011494253,-0.0930781,0.65935934,2.3141177,-65.33073
92,785,627,158,3.9683544303797467,0.5464968152866242,0.40254777070063696,0.04713375796178344,0.003821656050955414,364.99950231481483,6.986863425925926,0.04076433121019108,0.081076294,0.7877273,2.9951806,-20.60402
93,193,136,57,2.3859649122807016,0.46632124352331605,0.44559585492227977,0.07253886010362694,0.015544041450777202,364.9965046296296,51.881840277777776,0.02072538860103627,0.21739537,1.0749612,3.9506066,-8.738628
94,206,134,72,1.8611111111111112,0.08737864077669903,0.8592233009708737,0.05339805825242718,0.0,364.998900462963,28.73732638888889,0.024271844660194174,1.1221437,1.2148409,4.045251,58.83706
95,788,713,75,9.506666666666666,0.4035532994923858,0.5368020304568528,0.05583756345177665,0.0038071065989847717,364.9992361111111,34.170069444444444,0.01649746192893401,0.536369,0.9910332,4.67557,316.28375
96,256,174,82,2.1219512195121952,0.1328125,0.78125,0.0859375,0.0,364.9982175925926,10.73613425925926,0.06640625,0.565115,1.3080977,4.7435308,75.960396
97,773,677,96,7.052083333333333,0.6041397153945667,0.3027166882276843,0.0815006468305304,0.01164294954721863,298.37971064814815,11.397118055555556,0.03622250970245795,0.3301652,1.126741,3.0799022,149.0317
98,1025,748,277,2.700361010830325,0.4604878048780488,0.47317073170731705,0.06048780487804878,0.005853658536585366,364.99950231481483,5.1277083333333335,0.07512195121951219,0.27851382,1.0210096,4.192894,23.221903
99,1375,1151,224,5.138392857142857,0.7098181818181818,0.22254545454545455,0.05963636363636363,0.008,364.99881944444445,7.185,0.01309090909090909,-0.42759433,0.7831352,3.6428826,-500.56454
100,1149,1040,109,9.541284403669724,0.5578764142732812,0.36553524804177545,0.06962576153176675,0.006962576153176675,364.99936342592594,4.286319444444445,0.047867711053089644,-0.11548483,0.7655496,3.2484272,-269.20474
101,685,437,248,1.7620967741935485,0.5664233576642336,0.345985401459854,0.08175182481751825,0.00583941605839416,364.99788194444443,31.154583333333335,0.024817518248175182,0.25631568,1.2148596,4.210152,-48.39502
102,2056,1442,614,2.3485342019543975,0.5165369649805448,0.4596303501945525,0.023832684824902722,0.0,364.99952546296294,2.892824074074074,0.14202334630350194,-0.18117294,0.60177875,2.033366,-504.68143
103,926,854,72,11.86111111111111,0.8120950323974082,0.15226781857451405,0.03023758099352052,0.005399568034557235,364.9994907407407,7.7256481481481485,0.14254859611231102,-0.12679583,0.82636887,2.8747654,-134.12646
104,671,575,96,5.989583333333333,0.5499254843517138,0.3949329359165425,0.05365126676602087,0.0014903129657228018,364.9994560185185,15.066527777777777,0.17883755588673622,-0.064736016,0.7381685,2.7564151,-164.39236
105,966,745,221,3.3710407239819005,0.6946169772256728,0.2349896480331263,0.06728778467908902,0.003105590062111801,364.99925925925925,14.15818287037037,0.031055900621118012,-0.22558329,0.9482836,5.3866024,-299.7218
106,1753,1388,365,3.802739726027397,0.6776953793496863,0.26012549914432403,0.057615516257843696,0.004563605248146035,364.99952546296294,5.280069444444444,0.19566457501426127,-0.887028,0.6498762,2.3081217,-1030.1884
107,1540,1088,452,2.4070796460176993,0.41623376623376623,0.4987012987012987,0.07987012987012987,0.005194805194805195,364.9994791666667,3.4146180555555556,0.11298701298701298,0.5136642,0.8318785,4.742908,244.20393
108,1,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.4118454,0.0,2.4118454,2.4118454
109,1038,689,349,1.9742120343839542,0.27842003853564545,0.5780346820809249,0.13583815028901733,0.007707129094412331,364.99857638888886,15.254016203703705,0.07321772639691715,1.2444541,1.3801101,6.1610847,112.38135
110,730,622,108,5.7592592592592595,0.5931506849315068,0.36027397260273974,0.045205479452054796,0.0013698630136986301,364.9993171296296,6.917685185185185,0.06301369863013699,-0.019811682,1.0048263,3.8316162,-25.796963
111,656,462,194,2.381443298969072,0.46189024390243905,0.47560975609756095,0.057926829268292686,0.004573170731707317,364.9990162037037,14.240266203703703,0.057926829268292686,0.5914948,0.98300993,4.3371053,54.106182
112,685,474,211,2.2464454976303316,0.5182481751824818,0.44379562043795623,0.03795620437956204,0.0,364.9993865740741,4.600428240740741,0.08467153284671533,-0.17269093,1.0487691,3.5710535,-167.71036
113,818,529,289,1.8304498269896194,0.43765281173594134,0.4889975550122249,0.06968215158924206,0.003667481662591687,364.9993171296296,24.247511574074075,0.1271393643031785,0.23464018,0.8002966,3.0239592,-119.62679
114,1461,1291,170,7.594117647058823,0.5626283367556468,0.3381245722108145,0.09103353867214237,0.008213552361396304,364.9994907407407,3.648923611111111,0.13347022587268995,-0.64585596,0.7520723,3.2042992,-844.47076
115,48,34,14,2.4285714285714284,0.14583333333333334,0.6875,0.16666666666666666,0.0,283.31388888888887,24.309699074074075,0.041666666666666664,1.5385622,1.3430353,5.079393,18.70589
116,1426,1155,271,4.2619926199261995,0.5743338008415148,0.3246844319775596,0.09537166900420757,0.005610098176718092,364.9994560185185,9.884039351851852,0.043478260869565216,-0.40249068,0.63149613,2.4156046,-495.60962
117,112,99,13,7.615384615384615,0.5357142857142857,0.4017857142857143,0.05357142857142857,0.008928571428571428,356.68494212962963,43.07836805555556,0.03571428571428571,0.22150148,0.98412967,2.8530369,23.187237
118,366,295,71,4.154929577464789,0.42349726775956287,0.5163934426229508,0.04918032786885246,0.01092896174863388,364.99943287037036,10.899224537037037,0.11475409836065574,0.16013584,0.9253259,3.108657,3.6654987
119,1289,1090,199,5.477386934673367,0.6547711404189294,0.29014740108611325,0.04965089216446858,0.005430566330488751,364.9994791666667,3.393900462962963,0.07292474786656322,-0.043753393,0.6804342,3.1764553,-126.24954
120,1555,1273,282,4.51418439716312,0.5736334405144694,0.34340836012861736,0.07588424437299035,0.00707395498392283,364.9994791666667,4.278981481481481,0.16527331189710612,-0.29252124,0.9659942,3.7560546,-360.9146
121,1859,1472,387,3.8036175710594313,0.3937600860677784,0.5626681011296396,0.04142011834319527,0.002151694459386767,364.9995138888889,4.017280092592593,0.20387305002689618,0.03773514,0.9377969,4.3183165,-39.858723
122,160,122,38,3.210526315789474,0.35,0.6,0.05,0.0,364.9993865740741,17.669467592592593,0.03125,-0.087030984,0.7484947,2.5698059,0.6054592
123,631,514,117,4.3931623931623935,0.5594294770206022,0.37083993660855785,0.06339144215530904,0.006339144215530904,364.9994791666667,7.055891203703704,0.07765451664025357,0.12115133,1.070481,4.8550735,40.69875
124,641,387,254,1.5236220472440944,0.35101404056162244,0.5881435257410297,0.060842433697347896,0.0,364.9992824074074,23.849143518518517,0.059282371294851796,0.37793306,1.005533,3.8232439,-27.860643
125,652,432,220,1.9636363636363636,0.7024539877300614,0.26380368098159507,0.029141104294478526,0.004601226993865031,277.15305555555557,20.577037037037037,0.10276073619631902,-0.096567355,1.022514,3.2974494,-94.23258
126,1454,1033,421,2.4536817102137767,0.6602475928473177,0.2702888583218707,0.05983493810178817,0.009628610729023384,364.99944444444446,5.0715972222222225,0.2799174690508941,-0.48769087,0.6774287,2.6654792,-562.4931
127,1037,798,239,3.3389121338912133,0.5400192864030858,0.39344262295081966,0.06364513018322084,0.0028929604628736743,353.95381944444443,10.427476851851852,0.041465766634522665,-0.4677039,0.6592382,2.321545,-377.87595
128,1465,1283,182,7.049450549450549,0.5863481228668942,0.3296928327645051,0.07713310580204778,0.006825938566552901,364.9994791666667,3.7774421296296294,0.1726962457337884,-0.48760757,0.7288856,2.740483,-610.82556
129,618,485,133,3.6466165413533833,0.5792880258899676,0.38673139158576053,0.032362459546925564,0.0016181229773462784,364.9995138888889,6.727766203703704,0.14724919093851133,0.15135328,1.1387666,3.767832,-52.22328
130,417,304,113,2.690265486725664,0.5539568345323741,0.41007194244604317,0.03597122302158273,0.0,364.99927083333336,6.90287037037037,0.050359712230215826,0.22958961,0.85270774,3.3455806,5.357305
131,491,351,140,2.507142857142857,0.3136456211812627,0.5784114052953157,0.09979633401221996,0.008146639511201629,364.99950231481483,13.667893518518518,0.13238289205702647,0.18053806,0.9358682,3.122332,-20.538876
132,1152,883,269,3.282527881040892,0.4965277777777778,0.4652777777777778,0.035590277777777776,0.0026041666666666665,364.9992476851852,3.609236111111111,0.030381944444444444,0.21077953,0.9230094,3.901257,145.46901
133,791,686,105,6.533333333333333,0.5676359039190898,0.3527180783817952,0.07206068268015171,0.007585335018963337,364.999212962963,59.50561342592592,0.0695322376738306,0.17743723,0.8865307,3.7137122,14.053169
134,1238,851,387,2.198966408268734,0.6050080775444265,0.35137318255250405,0.0420032310177706,0.0016155088852988692,364.99944444444446,4.466747685185185,0.1567043618739903,0.5504103,0.67679423,4.327027,148.02927
135,1170,900,270,3.3333333333333335,0.635042735042735,0.3213675213675214,0.040170940170940174,0.003418803418803419,364.9994097222222,5.867511574074074,0.04700854700854701,-0.22184694,0.82394576,3.80613,-342.8429
136,519,386,133,2.9022556390977443,0.8246628131021194,0.17533718689788053,0.0,0.0,364.9993402777778,8.450949074074074,0.05973025048169557,0.11966412,0.6485497,2.6601777,-22.93774
137,1248,951,297,3.202020202020202,0.6378205128205128,0.28685897435897434,0.0641025641025641,0.011217948717948718,273.3326736111111,30.287627314814817,0.01842948717948718,-0.62996167,0.46631685,2.5359354,-545.4993
138,421,249,172,1.447674418604651,0.3087885985748218,0.6318289786223278,0.057007125890736345,0.0023752969121140144,310.8779861111111,22.8978125,0.021377672209026127,0.89952743,1.273814,5.0197663,-21.183178
139,145,92,53,1.7358490566037736,0.21379310344827587,0.5586206896551724,0.20689655172413793,0.020689655172413793,364.9988773148148,74.74773148148148,0.05517241379310345,1.1189913,1.1533306,4.643509,20.411297
